hsa-mir-1322	8	10697295	10697404	tags:216.666666667	14412	-
hsa-mir-483	11	2159825	2159890	tags:8.16666666667	4461	-
hsa-mir-483	11	2160578	2160621	tags:43.8333333333	5214	-
hsa-mir-671	7	150929522	150930257	tags:1294.5	5985	+
hsa-mir-671	7	150932448	150932490	tags:5.16666666667	3059	+
hsa-mir-671	7	150935430	150935472	tags:0.333333333333	77	+
hsa-mir-671	7	150929535	150930205	tags:880.833333333	5972	+
hsa-mir-671	7	150929541	150929678	tags:931.333333333	5966	+
hsa-mir-671	7	150932697	150932740	tags:18.8333333333	2810	+
hsa-mir-671	7	150930600	150930694	tags:78.3333333333	4907	+
hsa-mir-671	7	150930864	150930912	tags:77.5	4643	+
hsa-mir-671	7	150931086	150931284	tags:35.5	4421	+
hsa-mir-3128	2	178129285	178129478	tags:305.333333333	8612	-
hsa-mir-3128	2	178128104	178128296	tags:565.0	7431	-
hsa-mir-3128	2	178128089	178128378	tags:158.5	7416	-
hsa-mir-3129	2	190044286	190044630	tags:5676.5	46524	-
hsa-mir-3129	2	190044697	190044809	tags:5.83333333333	46935	-
hsa-mir-3122	1	212208831	212208873	tags:0.5	42124	+
hsa-mir-3122	1	212209063	212209175	tags:352.833333333	41892	+
hsa-mir-3126	2	69302717	69302761	tags:23.8333333333	28097	+
hsa-mir-3127	2	97427339	97427365	tags:0.166666666667	36676	+
hsa-mir-3127	2	97427585	97427612	tags:1.16666666667	36430	+
hsa-mir-3127	2	97426561	97426702	tags:75.6666666667	37454	+
hsa-mir-3127	2	97426824	97426866	tags:2.16666666667	37191	+
hsa-mir-3127	2	97427975	97428002	tags:3.16666666667	36040	+
hsa-mir-3125	2	12858616	12858693	tags:1.5	18877	+
hsa-mir-3125	2	12857789	12858169	tags:13.5	19704	+
hsa-mir-3125	2	12857358	12857385	tags:1.5	20135	+
hsa-mir-3125	2	12857014	12857217	tags:119.666666667	20479	+
hsa-mir-3125	2	12856807	12856895	tags:3.0	20686	+
hsa-mir-3125	2	12857475	12857756	tags:5.5	20018	+
hsa-mir-3125	2	12858342	12858452	tags:38.6666666667	19151	+
hsa-mir-3125	2	12856138	12856596	tags:4.66666666667	21355	+
hsa-mir-3125	2	12858138	12858164	tags:1.0	19355	+
hsa-mir-379	14	101447341	101447384	tags:34.6666666667	41062	+
hsa-mir-379	14	101464794	101464832	tags:13.8333333333	23609	+
hsa-mir-125a	19	52196112	52196138	tags:0.5	395	+
hsa-mir-125a	19	52196480	52196531	tags:0.333333333333	27	+
hsa-mir-125a	19	52152421	52152448	tags:0.166666666667	44086	+
hsa-mir-125a	19	52196111	52196213	tags:2.33333333333	396	+
hsa-mir-198	3	120129803	120129832	tags:10.1666666667	15288	-
hsa-mir-198	3	120118687	120118825	tags:818.333333333	4172	-
hsa-mir-198	3	120122110	120122207	tags:35.6666666667	7595	-
hsa-mir-191	3	49058371	49058453	tags:0.333333333333	320	-
hsa-mir-191	3	49062151	49062207	tags:14.1666666667	4100	-
hsa-mir-191	3	49061919	49061993	tags:40.5	3868	-
hsa-mir-191	3	49081874	49081916	tags:11.1666666667	23823	-
hsa-mir-191	3	49069589	49069791	tags:41.5	11538	-
hsa-mir-191	3	49095242	49095311	tags:7.0	37191	-
hsa-mir-191	3	49083868	49083965	tags:9.0	25817	-
hsa-mir-191	3	49070012	49070054	tags:12.3333333333	11961	-
hsa-mir-191	3	49062343	49062465	tags:53.8333333333	4292	-
hsa-mir-191	3	49065915	49065963	tags:5.33333333333	7864	-
hsa-mir-191	3	49062555	49062706	tags:42.3333333333	4504	-
hsa-mir-191	3	49070560	49070603	tags:57.3333333333	12509	-
hsa-mir-191	3	49065139	49065343	tags:26.1666666667	7088	-
hsa-mir-191	3	49059717	49059759	tags:0.166666666667	1666	-
hsa-mir-191	3	49066691	49066901	tags:14259.5	8640	-
hsa-mir-191	3	49065060	49066035	tags:25.6666666667	7009	-
hsa-mir-192	11	64684637	64684730	tags:689.5	26028	-
hsa-mir-4707	14	23445986	23446136	tags:217.833333333	19827	-
hsa-mir-4707	14	23426215	23426367	tags:322.166666667	56	-
hsa-mir-4707	14	23450930	23451882	tags:1977.5	24771	-
hsa-mir-4707	14	23451980	23452007	tags:0.166666666667	25821	-
hsa-mir-4707	14	23450975	23451041	tags:8.33333333333	24816	-
hsa-mir-4707	14	23450540	23450598	tags:8.16666666667	24381	-
hsa-mir-4707	14	23444270	23444317	tags:17.6666666667	18111	-
hsa-mir-4707	14	23451539	23451882	tags:1476.0	25380	-
hsa-mir-4701	12	49176499	49176542	tags:12.6666666667	10741	-
hsa-mir-4701	12	49176917	49177021	tags:1.83333333333	11159	-
hsa-mir-4701	12	49182459	49182955	tags:517.833333333	16701	-
hsa-mir-4701	12	49167667	49167890	tags:4.5	1909	-
hsa-mir-4701	12	49177258	49177323	tags:0.333333333333	11500	-
hsa-mir-4700	12	121124887	121125135	tags:4459.33333333	36109	+
hsa-mir-4700	12	121148192	121148525	tags:650.833333333	12804	+
hsa-mir-4700	12	121148223	121148365	tags:527.166666667	12773	+
hsa-mir-4700	12	121132014	121132056	tags:17.3333333333	28982	+
hsa-mir-4700	12	121124590	121124628	tags:7.66666666667	36406	+
hsa-mir-4700	12	121134307	121134421	tags:46.5	26689	+
hsa-mir-4700	12	121125221	121125335	tags:54.8333333333	35775	+
hsa-mir-4709	14	74959943	74960177	tags:4292.83333333	13107	-
hsa-mir-4709	14	74960798	74960825	tags:2.33333333333	13962	-
hsa-mir-1914	20	62573930	62573991	tags:43.3333333333	1112	-
hsa-mir-1914	20	62601108	62601343	tags:494.0	28290	-
hsa-mir-1914	20	62601382	62601409	tags:0.166666666667	28564	-
hsa-mir-1914	20	62611279	62611392	tags:54.3333333333	38461	-
hsa-mir-1914	20	62573110	62574035	tags:92.8333333333	292	-
hsa-mir-1914	20	62577779	62577949	tags:4.83333333333	4961	-
hsa-mir-1914	20	62587536	62587833	tags:2204.83333333	14718	-
hsa-mir-1914	20	62572872	62573088	tags:2.33333333333	54	-
hsa-mir-1914	20	62610645	62611036	tags:15.5	37827	-
hsa-mir-6511a-3	16	16423236	16423262	tags:3.0	39497	+
hsa-mir-6511a-3	16	16415168	16415222	tags:1.66666666667	47565	+
hsa-mir-6511a-3	16	16418505	16418926	tags:15.0	44228	+
hsa-mir-6511a-3	16	16425709	16425879	tags:8.5	37024	+
hsa-mir-6511a-3	16	16418962	16419123	tags:4.16666666667	43771	+
hsa-mir-6511a-3	16	16427533	16427768	tags:58.5	35200	+
hsa-mir-6510	17	39684519	39684562	tags:174.666666667	11103	-
hsa-mir-6510	17	39675101	39675143	tags:2.0	1685	-
hsa-mir-6510	17	39677913	39678097	tags:196.333333333	4497	-
hsa-mir-6510	17	39684458	39684484	tags:2.33333333333	11042	-
hsa-mir-6510	17	39674967	39675019	tags:1.33333333333	1551	-
hsa-mir-6510	17	39675534	39675576	tags:0.333333333333	2118	-
hsa-mir-708	11	79151690	79151732	tags:2.33333333333	38624	-
hsa-mir-708	11	79151569	79152143	tags:192.333333333	38503	-
hsa-mir-708	11	79150143	79150170	tags:2.0	37077	-
hsa-mir-6512	2	178179822	178179849	tags:0.166666666667	1288	-
hsa-mir-6513	2	219146841	219146908	tags:5.33333333333	1993	-
hsa-mir-6513	2	219151925	219152028	tags:248.5	7077	-
hsa-mir-6513	2	219157184	219157324	tags:11957.8333333	12336	-
hsa-mir-6513	2	219151428	219151534	tags:105.666666667	6580	-
hsa-mir-4659a	8	6565853	6566405	tags:268.833333333	36832	+
hsa-mir-4659a	8	6565857	6565962	tags:671.833333333	36828	+
hsa-mir-4659a	8	6566577	6566867	tags:11.6666666667	36108	+
hsa-mir-6515	19	13049355	13050650	tags:28573.5	1943	+
hsa-mir-6515	19	13005560	13005589	tags:33.5	45738	+
hsa-mir-6515	19	13005422	13005448	tags:2.33333333333	45876	+
hsa-mir-6515	19	13049392	13049586	tags:22801.6666667	1906	+
hsa-mir-6515	19	13049380	13049626	tags:31454.1666667	1918	+
hsa-mir-6515	19	13004923	13005011	tags:1129.66666667	46375	+
hsa-mir-6515	19	13001940	13002037	tags:895.5	49358	+
hsa-mir-200c	12	7053089	7053331	tags:19099.5	19773	+
hsa-mir-200c	12	7036586	7037579	tags:356.666666667	36276	+
hsa-mir-200c	12	7044710	7045904	tags:313.5	28152	+
hsa-mir-200c	12	7052975	7053021	tags:488.333333333	19887	+
hsa-mir-200c	12	7052507	7052549	tags:3.83333333333	20355	+
hsa-mir-200c	12	7048051	7048299	tags:31.1666666667	24811	+
hsa-mir-200c	12	7024944	7025022	tags:161.666666667	47918	+
hsa-mir-200c	12	7024286	7024356	tags:4.33333333333	48576	+
hsa-mir-200c	12	7046938	7047233	tags:6.83333333333	25924	+
hsa-mir-200c	12	7048216	7048271	tags:7.83333333333	24646	+
hsa-mir-200c	12	7037385	7037551	tags:51.0	35477	+
hsa-mir-200c	12	7028729	7028931	tags:9.0	44133	+
hsa-mir-200c	12	7023604	7024362	tags:3147.66666667	49258	+
hsa-mir-200c	12	7024398	7024719	tags:21.6666666667	48464	+
hsa-mir-200c	12	7023654	7023865	tags:743.666666667	49208	+
hsa-mir-200c	12	7023358	7023387	tags:10.5	49504	+
hsa-mir-200c	12	7046724	7046766	tags:0.666666666667	26138	+
hsa-mir-200c	12	7026092	7026528	tags:14.1666666667	46770	+
hsa-mir-200c	12	7026810	7026904	tags:17.0	46052	+
hsa-mir-200c	12	7030741	7030906	tags:8.83333333333	42121	+
hsa-mir-559	2	47596349	47596376	tags:1.5	8465	+
hsa-mir-559	2	47562466	47562509	tags:54.8333333333	42348	+
hsa-mir-558	2	32750041	32750084	tags:4.33333333333	7179	+
hsa-mir-412	14	101506533	101506560	tags:0.166666666667	25251	+
hsa-mir-412	14	101492139	101492181	tags:0.166666666667	39645	+
hsa-mir-412	14	101512852	101512879	tags:0.166666666667	18932	+
hsa-mir-412	14	101496227	101496253	tags:0.166666666667	35557	+
hsa-mir-412	14	101491907	101491934	tags:0.166666666667	39877	+
hsa-mir-554	1	151512575	151512601	tags:0.166666666667	5697	+
hsa-mir-554	1	151483861	151483888	tags:2.33333333333	34411	+
hsa-mir-554	1	151518234	151518308	tags:6.33333333333	38	+
hsa-mir-554	1	151512778	151512880	tags:1187.16666667	5494	+
hsa-mir-553	1	100746625	100746723	tags:4.5	172	+
hsa-mir-553	1	100731720	100731934	tags:1269.0	15077	+
hsa-mir-642a	19	46171403	46171533	tags:102.833333333	6783	+
hsa-mir-642b	19	46215380	46215747	tags:6.5	37190	-
hsa-mir-642b	19	46214909	46214951	tags:3.16666666667	36719	-
hsa-mir-642b	19	46195137	46195263	tags:10936.8333333	16947	-
hsa-mir-642b	19	46195547	46195592	tags:12.0	17357	-
hsa-mir-642b	19	46215405	46215431	tags:3.33333333333	37215	-
hsa-mir-382	14	101506533	101506560	tags:0.166666666667	14110	+
hsa-mir-382	14	101492139	101492181	tags:0.166666666667	28504	+
hsa-mir-382	14	101512852	101512879	tags:0.166666666667	7791	+
hsa-mir-382	14	101496227	101496253	tags:0.166666666667	24416	+
hsa-mir-382	14	101491907	101491934	tags:0.166666666667	28736	+
hsa-mir-30a	6	72130485	72130581	tags:153.333333333	17231	-
hsa-mir-30a	6	72129770	72129985	tags:15.5	16516	-
hsa-mir-30e	1	41174937	41175172	tags:541.333333333	45090	+
hsa-mir-30e	1	41174983	41175078	tags:124.833333333	45044	+
hsa-mir-4728	17	37844329	37844442	tags:78.0	38419	+
hsa-mir-4728	17	37856178	37856359	tags:708.0	26570	+
hsa-mir-4728	17	37844326	37844403	tags:17.5	38422	+
hsa-mir-4728	17	37856178	37856360	tags:779.333333333	26570	+
hsa-mir-3622b	8	27606063	27606105	tags:6.16666666667	46873	-
hsa-mir-3622b	8	27605740	27605782	tags:4.33333333333	46550	-
hsa-mir-4436b-1	2	110873355	110873400	tags:100.0	29345	-
hsa-mir-4633	5	128430338	128430622	tags:155.666666667	3043	+
hsa-mir-4633	5	128430665	128430744	tags:0.5	2716	+
hsa-mir-4632	1	12226969	12227153	tags:55.1666666667	24801	+
hsa-mir-450a-1	X	133680871	133680913	tags:0.166666666667	6500	-
hsa-mir-4637	5	14871515	14872010	tags:11.0	45477	-
hsa-mir-4637	5	14871375	14871417	tags:0.166666666667	45337	-
hsa-mir-4637	5	14871550	14871577	tags:2.0	45512	-
hsa-mir-4637	5	14871983	14872010	tags:2.33333333333	45945	-
hsa-mir-1197	14	101447341	101447384	tags:34.6666666667	44560	+
hsa-mir-1197	14	101464794	101464832	tags:13.8333333333	27107	+
hsa-mir-4635	5	1064023	1064094	tags:0.833333333333	1012	-
hsa-mir-4635	5	1112055	1112203	tags:173.666666667	49044	-
hsa-mir-4634	5	174151750	174151777	tags:1.5	26987	+
hsa-mir-4634	5	174151524	174151694	tags:528.333333333	27213	+
hsa-mir-4639	6	16108322	16108348	tags:0.166666666667	33465	+
hsa-mir-4639	6	16129292	16129342	tags:6.33333333333	12495	+
hsa-mir-4638	5	180667528	180667637	tags:87.5	17962	-
hsa-mir-4638	5	180670216	180670455	tags:10.3333333333	20650	-
hsa-mir-4638	5	180669104	180669346	tags:600.5	19538	-
hsa-mir-4638	5	180668487	180668657	tags:566.0	18921	-
hsa-mir-4638	5	180665765	180666654	tags:102.5	16199	-
hsa-mir-4638	5	180670690	180670951	tags:37071.1666667	21124	-
hsa-mir-4638	5	180664566	180664722	tags:1149.16666667	15000	-
hsa-mir-4638	5	180666488	180666588	tags:879.166666667	16922	-
hsa-mir-4638	5	180688039	180688160	tags:157.5	38473	-
hsa-mir-4638	5	180671122	180671190	tags:31.6666666667	21556	-
hsa-mir-4638	5	180665070	180665245	tags:2708.16666667	15504	-
hsa-mir-4638	5	180687631	180687707	tags:5.83333333333	38065	-
hsa-mir-4638	5	180687310	180688182	tags:221.0	37744	-
hsa-mir-663b	2	133015443	133015470	tags:0.166666666667	904	-
hsa-mir-29b-1	7	130597464	130598025	tags:1824.83333333	35246	-
hsa-mir-29b-1	7	130598087	130598158	tags:26.8333333333	35869	-
hsa-mir-29b-1	7	130567182	130567917	tags:51.0	4964	-
hsa-mir-29b-1	7	130596444	130598178	tags:3076.66666667	34226	-
hsa-mir-99b	19	52152421	52152448	tags:0.166666666667	43444	+
hsa-mir-3940	19	6459676	6459704	tags:4.83333333333	43255	-
hsa-mir-3940	19	6424490	6424565	tags:5.5	8069	-
hsa-mir-3940	19	6459740	6459855	tags:564.666666667	43319	-
hsa-mir-3940	19	6424694	6424838	tags:313.833333333	8273	-
hsa-mir-3941	10	124134139	124134316	tags:203.833333333	42342	+
hsa-mir-3944	10	135187161	135187211	tags:25.5	2101	-
hsa-mir-3944	10	135186804	135186915	tags:17424.0	1744	-
hsa-mir-376a-2	14	101496227	101496253	tags:0.166666666667	10179	+
hsa-mir-376a-2	14	101492139	101492181	tags:0.166666666667	14267	+
hsa-mir-376a-2	14	101491907	101491934	tags:0.166666666667	14499	+
hsa-mir-376a-2	14	101464794	101464832	tags:13.8333333333	41612	+
hsa-mir-573	4	24543520	24543575	tags:103.333333333	21705	-
hsa-mir-573	4	24538631	24538673	tags:68.1666666667	16816	-
hsa-mir-573	4	24538718	24538773	tags:29.8333333333	16903	-
hsa-mir-573	4	24538631	24540328	tags:148.166666667	16816	-
hsa-mir-573	4	24531181	24531406	tags:13.0	9366	-
hsa-mir-573	4	24540505	24540920	tags:23.1666666667	18690	-
hsa-mir-573	4	24539979	24540124	tags:49.1666666667	18164	-
hsa-mir-573	4	24532547	24532595	tags:7.33333333333	10732	-
hsa-mir-573	4	24532251	24532399	tags:7.83333333333	10436	-
hsa-mir-573	4	24531812	24531877	tags:7.16666666667	9997	-
hsa-mir-4723	17	26684656	26684730	tags:1259.33333333	3021	+
hsa-mir-4723	17	26662596	26662972	tags:1230.66666667	25081	+
hsa-mir-4723	17	26684904	26684931	tags:0.166666666667	2773	+
hsa-mir-4723	17	26646080	26646297	tags:694.0	41597	+
hsa-mir-5690	6	35656580	35656794	tags:252.0	24086	-
hsa-mir-4442	3	25706405	25706465	tags:28.1666666667	41	-
hsa-mir-2116	15	59500912	59500983	tags:33.6666666667	37530	-
hsa-mir-4449	4	53578622	53578747	tags:32.6666666667	227	+
hsa-mir-4525	17	80656446	80656608	tags:672.666666667	30337	-
hsa-mir-574	4	38869288	38869459	tags:1454.0	365	+
hsa-mir-574	4	38869336	38869459	tags:1590.83333333	317	+
hsa-mir-574	4	38869631	38869668	tags:2.0	22	+
hsa-mir-6501	21	34915341	34915477	tags:13196.3333333	7627	+
hsa-mir-6501	21	34914909	34914977	tags:4.5	8059	+
hsa-mir-5697	1	10003459	10003574	tags:635.0	23980	+
hsa-mir-3662	6	135303596	135303666	tags:9.5	3120	-
hsa-mir-3662	6	135308777	135308893	tags:31.0	8301	-
hsa-mir-664b	X	153996656	153996698	tags:8.5	215	+
hsa-mir-664b	X	153991084	153991262	tags:838.0	5787	+
hsa-mir-664b	X	153995601	153995628	tags:2.0	1270	+
hsa-mir-424	X	133680871	133680913	tags:0.166666666667	227	-
hsa-mir-6505	12	48499172	48499203	tags:13.5	27408	+
hsa-mir-6505	12	48499659	48500034	tags:35.0	26921	+
hsa-mir-6505	12	48513008	48513225	tags:1474.83333333	13572	+
hsa-mir-6505	12	48478967	48479030	tags:8.33333333333	47613	+
hsa-mir-6505	12	48499859	48499923	tags:22.5	26721	+
hsa-mir-6505	12	48499356	48499470	tags:7.33333333333	27224	+
hsa-mir-17	13	91999935	91999968	tags:4.16666666667	2924	+
hsa-mir-561	2	189156565	189156833	tags:253.833333333	5654	+
hsa-mir-561	2	189157495	189157625	tags:161.666666667	4724	+
hsa-mir-561	2	189156394	189156518	tags:50.6666666667	5825	+
hsa-mir-561	2	189158554	189158837	tags:5.5	3665	+
hsa-mir-561	2	189157741	189157831	tags:17.6666666667	4478	+
hsa-mir-3167	11	126870510	126870742	tags:1166.16666667	12156	-
hsa-mir-3167	11	126873170	126873297	tags:16.0	14816	-
hsa-mir-3167	11	126870927	126871158	tags:74.5	12573	-
hsa-mir-3167	11	126870588	126870742	tags:1059.0	12234	-
hsa-mir-3164	11	68816261	68816626	tags:852.0	34383	+
hsa-mir-3165	11	71791423	71791631	tags:1067.83333333	8149	-
hsa-mir-3165	11	71823660	71823835	tags:5144.83333333	40386	-
hsa-mir-3165	11	71810173	71810268	tags:13.5	26899	-
hsa-mir-3165	11	71823240	71823332	tags:82.3333333333	39966	-
hsa-mir-3165	11	71814244	71814478	tags:10208.5	30970	-
hsa-mir-3162	11	59382786	59383404	tags:817.666666667	20236	-
hsa-mir-3162	11	59382848	59382937	tags:33.0	20298	-
hsa-mir-3162	11	59383134	59383253	tags:222.833333333	20584	-
hsa-mir-3162	11	59383552	59383594	tags:0.166666666667	21002	-
hsa-mir-3163	11	66725738	66725893	tags:383.333333333	23833	-
hsa-mir-2861	9	130547844	130547871	tags:1.0	353	+
hsa-mir-2861	9	130548157	130548200	tags:0.666666666667	40	+
hsa-mir-376b	14	101491907	101491934	tags:0.166666666667	14866	+
hsa-mir-376b	14	101496227	101496253	tags:0.166666666667	10546	+
hsa-mir-376b	14	101506533	101506560	tags:0.166666666667	240	+
hsa-mir-376b	14	101464794	101464832	tags:13.8333333333	41979	+
hsa-mir-376b	14	101492139	101492181	tags:0.166666666667	14634	+
hsa-mir-376c	14	101464794	101464832	tags:13.8333333333	41233	+
hsa-mir-376c	14	101492139	101492181	tags:0.166666666667	13888	+
hsa-mir-376c	14	101496227	101496253	tags:0.166666666667	9800	+
hsa-mir-376c	14	101491907	101491934	tags:0.166666666667	14120	+
hsa-mir-602	9	140710514	140710556	tags:11.1666666667	22357	+
hsa-mir-602	9	140728900	140728927	tags:0.166666666667	3971	+
hsa-mir-609	10	105992043	105992178	tags:3.0	13496	-
hsa-mir-608	10	102729240	102729345	tags:198.833333333	5502	+
hsa-mir-608	10	102729506	102729548	tags:2.33333333333	5236	+
hsa-mir-608	10	102732675	102732704	tags:4.66666666667	2067	+
hsa-mir-608	10	102732332	102732374	tags:3.16666666667	2410	+
hsa-mir-377	14	101491907	101491934	tags:0.166666666667	36480	+
hsa-mir-377	14	101506533	101506560	tags:0.166666666667	21854	+
hsa-mir-377	14	101492139	101492181	tags:0.166666666667	36248	+
hsa-mir-377	14	101496227	101496253	tags:0.166666666667	32160	+
hsa-mir-377	14	101512852	101512879	tags:0.166666666667	15535	+
hsa-mir-6125	12	62654135	62654177	tags:34.5	5	+
hsa-mir-6124	11	12183942	12183993	tags:6.83333333333	1288	+
hsa-mir-6124	11	12183420	12183446	tags:3.33333333333	1810	+
hsa-mir-6124	11	12183706	12183839	tags:41.3333333333	1524	+
hsa-mir-3198-1	22	18256637	18256788	tags:39.3333333333	9691	-
hsa-mir-3198-1	22	18257422	18257457	tags:5.66666666667	10476	-
hsa-mir-3198-1	22	18257145	18257293	tags:5448.33333333	10199	-
hsa-mir-3118-1	1	142618830	142618875	tags:6.0	48459	+
hsa-mir-663a	20	26189025	26189052	tags:0.166666666667	203	-
hsa-mir-1204	8	128808170	128808197	tags:4.0	38	+
hsa-mir-1204	8	128807935	128808244	tags:212.0	273	+
hsa-mir-1204	8	128806536	128807089	tags:1245.16666667	1672	+
hsa-mir-1204	8	128807581	128807901	tags:33.5	627	+
hsa-mir-1206	8	129011241	129011702	tags:21.8333333333	9903	+
hsa-mir-5693	13	51959102	51959217	tags:17.3333333333	36399	-
hsa-mir-548c	12	65004499	65004562	tags:1.0	11790	+
hsa-mir-548c	12	65004183	65004562	tags:38.3333333333	12106	+
hsa-mir-5691	11	9113087	9113114	tags:2.83333333333	1228	-
hsa-mir-5691	11	9113087	9113306	tags:1.83333333333	1228	-
hsa-mir-378d-2	8	94969664	94969761	tags:1744.66666667	41414	-
hsa-mir-5695	19	13004923	13005011	tags:1129.66666667	26211	+
hsa-mir-5695	19	13001940	13002037	tags:895.5	29194	+
hsa-mir-5695	19	13005560	13005589	tags:33.5	25574	+
hsa-mir-5695	19	13005422	13005448	tags:2.33333333333	25712	+
hsa-mir-5047	17	62502188	62502495	tags:20187.1666667	4856	-
hsa-mir-5047	17	62501910	62502495	tags:10195.0	4578	-
hsa-mir-5047	17	62502614	62503124	tags:773.0	5282	-
hsa-mir-5699	10	735801	735828	tags:1.5	48172	-
hsa-mir-5699	10	735435	735856	tags:156.666666667	47806	-
hsa-mir-5699	10	735435	735477	tags:3.33333333333	47806	-
hsa-mir-1233-2	15	34825047	34825443	tags:109.0	4556	-
hsa-mir-1233-2	15	34825040	34825672	tags:119.666666667	4549	-
hsa-mir-1233-1	15	34682090	34682132	tags:0.166666666667	7820	-
hsa-mir-1233-1	15	34674346	34674451	tags:11.6666666667	76	-
hsa-mir-1233-1	15	34699695	34699938	tags:17.3333333333	25425	-
hsa-mir-16-2	3	160117056	160117149	tags:20.1666666667	5477	+
hsa-mir-16-2	3	160120482	160120523	tags:6.66666666667	2051	+
hsa-mir-16-2	3	160122229	160122286	tags:9.83333333333	304	+
hsa-mir-16-2	3	160117401	160117537	tags:462.5	5132	+
hsa-mir-16-2	3	160118731	160118795	tags:7.5	3802	+
hsa-mir-16-1	13	50656049	50656218	tags:161.333333333	32940	-
hsa-mir-16-1	13	50656049	50656163	tags:292.333333333	32940	-
